id,title,description,release_year,runtime,genres,production_countries,my_rating,description_join
tm187187,Last Action Hero,"Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.",1993,131,"['action', 'fantasy', 'comedy', 'family']",['US'],6.397285804780492,following death father young danny madigan take comfort watching action movie featuring indestructible los angeles cop jack slater given magic ticket theater manager nick danny sucked screen bond slater evil fictional villain benedict get hand ticket enters real world danny jack must follow stop
tm6859,My Girl,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",1991,103,"['drama', 'family', 'romance', 'comedy', 'european']",['US'],7.002077901380588,vada sultenfuss obsessed death mother dead father run funeral parlor also love english teacher join poetry class summer impress thomas best friend allergic everything stick vada despite hangups vada father hire shelly begin fall thing take turn worse
tm118238,Wyatt Earp,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",1994,191,"['western', 'crime', 'action', 'drama']",['US'],6.711482629691535,covering life time one west iconic hero wyatt earp weave intricate tale earp friend family star studded cast sweeping cinematography authentic costume wyatt earp led way western revival
tm111163,Eraser,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",1996,115,"['thriller', 'action', 'drama', 'crime']","['US', 'CA']",6.085012388577179,marshall john kruger era identity people enrolled witness protection program current assignment protect lee cullen uncovered evidence weapon manufacturer work selling terrorist group kruger discovers corrupt agent within program must guard life trying protect lee
tm190835,Neon Genesis Evangelion: The End of Evangelion,"The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.",1997,87,"['action', 'drama', 'animation', 'scifi', 'fantasy']",['JP'],8.152661605088694,second two theatrically released followup neon genesis evangelion series comprising two alternate episode first intended take place episode finale answer many question surrounding series also opening new possibility
tm192769,Vegas Vacation,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",1997,94,['comedy'],['US'],5.940645500623557,griswold family hit road typically illfated vacation time glitzy mecca slot showgirls—las vega
tm187791,In the Line of Fire,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",1993,128,"['drama', 'thriller', 'crime', 'action']",['US'],7.163185522053063,veteran secret service agent frank horrigan man haunted failure save president kennedy serving protection detail dallas thirty year later man calling booth threatens life current president forcing horrigan come back protection detail confront ghost past
tm113576,Little Women,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994,115,"['drama', 'romance', 'family']",['US'],7.302676345756123,father away chaplain civil war meg beth amy grow mother somewhat reduced circumstance close family inevitably squabble tragedy bond hold even later male friend start become part household
tm65686,U.S. Marshals,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",1998,131,"['thriller', 'crime', 'action']",['US'],6.5,marshal sam gerard accompanying plane load convict chicago new york plane crash spectacularly mark sheridan escape diplomatic security agent john royce assigned help gerard recapture sheridan becomes clear sheridan another murderer
tm191387,Anaconda,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.",1997,89,"['horror', 'thriller', 'action']","['PE', 'US', 'BR']",4.874869731339162,national geographic film crew taken hostage insane hunter take along quest capture world largest deadliest snake
tm19494,The Replacements,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",2000,118,"['comedy', 'sport']",['US'],6.6,maverick oldguard coach jimmy mcginty hired wake player strike help washington sentinel advance playoff impossible dream hinge whether replacement hunker job mcginty dust secret dossier explayers never got chance screwed one given knit together baddream team guy may give sentinel title shot
tm191772,Seven Years in Tibet,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",1997,136,"['action', 'drama', 'history', 'war']",['US'],7.108825908070479,austrian mountaineer heinrich harrer journey himalaya without family head expedition 1939 world war break arrogant harrer fall allied force hand prisoner war escape fellow detainee make way llaso tibet meet 14yearold dalai lama whose friendship ultimately transforms outlook life
tm12499,The Net,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down and make her the target of an assassination.",1995,114,"['thriller', 'action', 'crime', 'drama']",['US'],5.919376638135018,angela bennett freelance software engineer life world computer technology cyber friend asks bennett debug new game inadvertently becomes involved conspiracy soon turn life upside make target assassination
tm186589,Cliffhanger,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",1993,112,"['action', 'thriller', 'comedy', 'animation']","['IT', 'US', 'FR']",6.499999999999999,year losing friend tragic 4000foot fall former ranger gabe walker partner hal called return peak rescue group stranded climber learn climber actually thieving hijacker looking box full money
tm189764,Menace II Society,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,1993,97,"['drama', 'crime', 'thriller']",['US'],7.508145275073963,young street hustler attempt escape rigor temptation ghetto quest better life
tm10739,Johnny Mnemonic,"In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",1995,97,"['action', 'drama', 'scifi', 'thriller']","['CA', 'US']",5.613103020899304,dystopian 2021 johnny data trafficker implant allows securely store data sensitive regular computer network one delivery run accepts package exceeds implant safety limits—and kill data removed time—but also contains information far important valuable ever imagined race time must avoid assassin sent kill remove data end life
tm1822,3 Ninjas Kick Back,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",1994,93,"['comedy', 'family', 'action', 'sport']","['JP', 'US']",5.07607485154028,championship baseball match three brother hear grandfather japan trouble head help conceding match arrive japan must use power defend ancient enemy returned exact revenge
tm55369,Edge of Seventeen,"From Toni Basil to the Eurythmics, from friendship bracelets to whip-it's, the summer of 1984 was about as 80s as the 80s ever got. Stuck right in the middle of it is Eric Hunter, heading towards his senior year, and passing the summer working at a local amusement park in the fast food restaurant. He is joined by his long time girl/friend Maggie, as they don their ugly brown polyester uniforms and face the world.",1998,104,"['romance', 'drama', 'comedy']",['US'],6.65313248561391,toni basil eurythmics friendship bracelet whipit summer 1984 80 80 ever got stuck right middle eric hunter heading towards senior year passing summer working local amusement park fast food restaurant joined long time girlfriend maggie ugly brown polyester uniform face world
tm192431,The Devil's Own,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",1997,107,"['crime', 'thriller', 'drama', 'action', 'european']",['US'],6.183484267158491,frankie mcguire one ira deadliest assassin draw american family crossfire terrorism sent buy weapon frankie housed family tom omeara new york cop know nothing frankie real identity surprising friendship tom growing suspicion force frankie choose promise peace lifetime murder
tm192199,Spawn,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",1997,96,"['scifi', 'action', 'drama', 'horror']",['US'],5.228653481396442,murdered corrupt colleague covert government agency simmons make pact devil resurrected see beloved wife wanda exchange return earth simmons agrees lead hell army destruction mankind
tm56033,Croupier,"Jack Manfred is an aspiring writer who to make ends meet, takes a job as a croupier. Jack remains an observer, knowing that everything in life is a gamble and that gamblers are born to lose. Inevitably, he gets sucked into the world of the casino which takes its toll on his relationships and the novel he is writing.",1998,94,"['drama', 'european', 'crime']","['IE', 'GB', 'DE', 'FR']",6.943988776509712,jack manfred aspiring writer make end meet take job croupier jack remains observer knowing everything life gamble gambler born lose inevitably get sucked world casino take toll relationship novel writing
tm117488,The Next Karate Kid,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",1994,107,"['action', 'drama', 'family', 'sport', 'romance']",['US'],4.827500450502763,miyagi decides take julie troubled teenager wing learns blame parent demise struggle adjust grandmother fellow pupil
tm190811,Geronimo: An American Legend,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs.",1993,115,"['western', 'history', 'drama']",['US'],6.41788390684993,apache indian reluctantly agreed settle government approved reservation apache able adapt life corn farmer one particular geronimo restless pushed edge broken promise necessary action government geronimo thirty warrior form attack team humiliates government evading capture reclaiming rightfully
tm191431,Double Team,He's a one-man arsenal... with enough voltage to rock the free world. They Don't Play by the Rules. You're either on their side...or in their way. America's top counter-terrorist usually works alone...this time he's got company.,1997,93,"['action', 'scifi', 'comedy', 'thriller']","['HK', 'US']",4.889718972311876,oneman arsenal enough voltage rock free world play rule either side way america top counterterrorist usually work alone time got company
tm10811,Heavy,"Victor is a cook who works in a greasy bar/restaurant owned by his mother, Dolly. It's just the two of them, a waitress named Delores, and a heavy drinking regular, Leo. But things change when Callie, a beautiful college drop-out, shows up as a new waitress and steals Victor's heart. But Victor is too shy to do anything about it, and too self-consciously overweight to dream of winning Callie away.",1995,105,"['drama', 'romance']",['US'],6.8,victor cook work greasy barrestaurant owned mother dolly two waitress named delores heavy drinking regular leo thing change callie beautiful college dropout show new waitress steal victor heart victor shy anything selfconsciously overweight dream winning callie away
tm49839,The Players Club,"Single mother Diana struggles to provide for her child and pay for her college education. When she meets two dancers from a nearby gentlemen's club, Diana's convinced there's fast money to be made stripping.",1998,104,"['comedy', 'drama']",['US'],6.132678464991102,single mother diana struggle provide child pay college education meet two dancer nearby gentleman club diana convinced fast money made stripping
tm67635,Kuch Kuch Hota Hai,"Anjali is left heartbroken when her best friend and secret crush, Rahul, falls in love with Tina. Years later, Tina's young daughter tries to fulfil her mother's last wish of uniting Rahul and Anjali.",1998,185,"['romance', 'comedy', 'drama']",['IN'],7.619250816008114,anjali left heartbroken best friend secret crush rahul fall love tina year later tina young daughter try fulfil mother last wish uniting rahul anjali
tm320211,Children of God,"A former member examines the lingering effects of being raised in the Family, a cult whose disturbing practices include the sexual abuse of children.",1994,63,['documentation'],['GB'],6.351147463171213,former member examines lingering effect raised family cult whose disturbing practice include sexual abuse child
tm7073,Knight Rider 2000,"In the future, guns are banned and criminals are frozen for the duration of their sentences. A recent spate of killings involving handguns brings Michael Knight back to fight for justice, but he insists of the help of KITT, his artificially-intelligent car from decades ago. The only problem is that KITT has been deactivated.",1991,91,"['action', 'scifi']",['US'],4.927882224843895,future gun banned criminal frozen duration sentence recent spate killing involving handgun brings michael knight back fight justice insists help kitt artificiallyintelligent car decade ago problem kitt deactivated
tm117873,Hum Aapke Hain Koun..!,"Prem and Nisha meet and fall in love at the wedding of their elder siblings, but their plans to be together are put in jeopardy when Nisha's sister dies, leaving behind a baby.",1994,206,"['drama', 'romance', 'comedy']",['IN'],7.2698137528802285,prem nisha meet fall love wedding elder sibling plan together put jeopardy nisha sister dy leaving behind baby
tm55100,Dil Se..,"Journalist Amar falls for a mysterious woman on an assignment, but she does not reciprocate his feelings. However, when Amar is about to get married, the woman shows up at his doorstep asking for help.",1998,163,"['drama', 'romance']",['IN'],7.349545060977758,journalist amar fall mysterious woman assignment reciprocate feeling however amar get married woman show doorstep asking help
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,"Taped for HBO in August 1998, on the final date of Jerry Seinfeld's tour appearances at New York City's Broadhurst Theater, I'm Telling You for the Last Time presents the standup comedian's so-called ""final"" standup, or at least his final tour with the standup material that made him famous.",1998,75,"['comedy', 'documentation']",['US'],7.750715463372901,taped hbo august 1998 final date jerry seinfeld tour appearance new york city broadhurst theater telling last time present standup comedian socalled final standup least final tour standup material made famous
tm188606,Sankofa,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",1993,124,"['drama', 'european']","['DE', 'GH', 'GB', 'US', 'BF']",6.637073558116971,photo shoot ghana american model slip back time becomes enslaved plantation bear witness agony ancestral past
tm41525,Herod's Law,"Mexico, 1949. The fable of a janitor turned Mayor on a little town lost in the Mexican desert, who gradually realizes how far his new acquainted power and corruption can get him.",1999,123,"['comedy', 'crime', 'thriller']",['MX'],7.863617529240564,mexico 1949 fable janitor turned mayor little town lost mexican desert gradually realizes far new acquainted power corruption get
tm189171,Wild Tango,"A biopic based on the life of one of the pioneer argentine rock stars 'Tanguito'. The movie tells the story of his rise and fall from grace, encompassed in violent times of a military regime.",1993,124,"['drama', 'music', 'romance']","['ES', 'AR']",6.24223656850728,biopic based life one pioneer argentine rock star tanguito movie tell story rise fall grace encompassed violent time military regime
tm63514,The Last Days,"Five Jewish Hungarians, now U.S. citizens, tell their stories: before March, 1944, when Nazis began to exterminate Hungarian Jews, months in concentration camps, and visiting childhood homes more than 50 years later. An historian, a Sonderkommando, a doctor who experimented on Auschwitz prisoners, and US soldiers who were part of the liberation in April, 1945.",1998,87,"['drama', 'history', 'war', 'documentation']",['US'],7.853875023671027,five jewish hungarian citizen tell story march 1944 nazi began exterminate hungarian jew month concentration camp visiting childhood home year later historian sonderkommando doctor experimented auschwitz prisoner soldier part liberation april 1945
tm21911,Sam Kinison: Live in Vegas,"Comedy / Music/Musical - In the town that knows no limits, Kinison gives a completely raw and uncensored performance at the very height of his career. Filled with scorching comedy, hot women and sizzling rock 'n roll, this rarely seen live show encapsulates the energy, verve and relentless brand of comedy that was unique to Kinison.",1991,72,"['comedy', 'music', 'documentation']",['US'],6.18535053282584,comedy musicmusical town know limit kinison give completely raw uncensored performance height career filled scorching comedy hot woman sizzling rock roll rarely seen live show encapsulates energy verve relentless brand comedy unique kinison
tm188970,Bill Hicks: Revelations,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.",1993,74,"['comedy', 'documentation']",['GB'],8.280478926191545,bill hick height genius recorded dominion theatre london hick open eye mind hypocrisy ludicrousness world around
tm12876,Bombay,"A Hindu man and a Muslim woman fall in love in a small village and move to Mumbai, where they have two children. However, growing religious tensions and erupting riots threaten to tear the family apart.",1995,141,"['drama', 'romance']",['IN'],7.84544179404268,hindu man muslim woman fall love small village move mumbai two child however growing religious tension erupting riot threaten tear family apart
tm62176,Mann,"A young woman falls in love with a handsome playboy, while aboard a Singapore to India cruise. They make plans to meet again, but fate may have other plans...",1999,174,"['drama', 'romance']",['IN'],6.291984160214175,young woman fall love handsome playboy aboard singapore india cruise make plan meet fate may plan
tm52871,Soldier,The story follows a young man (Bobby Deol) who flees India and arrives in Australia seeking vengence for something that started in India. In Australia he meets and falls in love with the daughter of a rich and powerful man(Suresh Oberoi). The story keeps the covers on Bobby Deols plan until the end when everything is revealed as to why he is a SOLDIER.,1998,156,"['thriller', 'action', 'drama', 'romance']",['IN'],5.929660230412986,story follows young man bobby deol flees india arrives australia seeking vengence something started india australia meet fall love daughter rich powerful man suresh oberoi story keep cover bobby deols plan end everything revealed soldier
tm8687,Sam Kinison: Family Entertainment Hour,"Get ready to scream with laughter! Sam Kinison's primal scream will echo down through the comedy hall of fame summing up so much of modernity's horror and stupidity. This concert was taped at the Wiltern Theatre where Sam was joined with the Randy Hansen Band and a salacious slew of sinuous sirens, including his wife Malika. Join Sam Kinison and guests for a concert guaranteed to make you laugh 'til you cry for more - there's something for every member of the family - Sam Kinison style!",1991,49,['comedy'],['US'],6.1,get ready scream laughter sam kinison primal scream echo comedy hall fame summing much modernity horror stupidity concert taped wiltern theatre sam joined randy hansen band salacious slew sinuous siren including wife malika join sam kinison guest concert guaranteed make laugh til cry something every member family sam kinison style
tm104933,Sinbad: Son of a Preacher Man,"Experience veteran comedian Sinbad as he returns to his college town of Denver and performs at the Paramount Theatre for this next installment of his famed HBO Comedy Specials. Sinbad: Son of a Preacher Man is a self-styled monologue that comments on the perils of skiing, para-sailing during a bad vacation, fashion trends in lingerie, and more!",1996,56,"['comedy', 'documentation']",['US'],5.869155079427734,experience veteran comedian sinbad return college town denver performs paramount theatre next installment famed hbo comedy special sinbad son preacher man selfstyled monologue comment peril skiing parasailing bad vacation fashion trend lingerie
tm184326,Damini,"The theme revolves around the character Damini who represents truth and innocence. After her marriage in renowned wealthy family, Damini happens to see a cruel act done by her brother-in-law. She wants the victim to get justice, but the family including her husband oppose her, which leads her to leave the house. Soon she is helped by a drunkard, an ex-advocate, who helps her in all respect to reach to her aim and therefore justice",1993,175,"['drama', 'crime']",['IN'],7.557916532410078,theme revolves around character damini represents truth innocence marriage renowned wealthy family damini happens see cruel act done brotherinlaw want victim get justice family including husband oppose lead leave house soon helped drunkard exadvocate help respect reach aim therefore justice
tm62385,Hum Saath Saath Hain,"Ramkishen and his wife Mamta have three sons. Prem and Vinod have sweethearts in Preeti and Vivek marries Sangeeta. Since Vivek is Mamta's step-son, she plots to alienate him, but will she succeed?",1999,177,"['romance', 'family', 'fantasy', 'drama']",['IN'],6.104064111136337,ramkishen wife mamta three son prem vinod sweetheart preeti vivek marries sangeeta since vivek mamta stepson plot alienate succeed
tm191614,Destiny,"In the 12th century's Andalusia lives Ibn Rushd a prominent islamic philosopher with his wife Zeinab and daughter Sara. The principality is ruled by Khalifa ElMansour who has two sons, ElNasser, an intellectual that likes Ibn Rush and is in love with his daughter Sara. The younger son Abdallah is more into dancing and poetry, spending most of his times with the gypsy family and getting the daughter pregnant. The Khalifa is depending on the extremists to build his army granting them more power which they use to combat artists and philosophers. The extremists succeed in recruiting Abd Allah and train him to kill his father. Events go on where Marawan, the gypsy singer, is killed and Ibn Rushd's books are burnt. Adapted from the real life of Ibn Rushd AlMasir is Chahine's statement against extremism.",1997,136,"['drama', 'history', 'comedy', 'romance']","['FR', 'EG']",6.8866287262416614,12th century andalusia life ibn rushd prominent islamic philosopher wife zeinab daughter sara principality ruled khalifa elmansour two son elnasser intellectual like ibn rush love daughter sara younger son abdallah dancing poetry spending time gypsy family getting daughter pregnant khalifa depending extremist build army granting power use combat artist philosopher extremist succeed recruiting abd allah train kill father event marawan gypsy singer killed ibn rushd book burnt adapted real life ibn rushd almasir chahine statement extremism
tm110766,Chronicle of a Disappearance,"Chronicle of a Disappearance unfolds in a series of seemingly unconnected cinematic tableaux, each of them focused on incidents or characters which seldom reappear later in the film. Among the many unrelated scenes, there is a Palestinian actress struggling to find an apartment in West Jerusalem, the owner of the Holy Land souvenir shop preparing merchandise for incoming Japanese tourists, a group of old women gossiping about their relatives, and an Israeli police van which screeches to a halt so several heavily armed soldiers can get off the car and urinate.",1996,88,['drama'],"['PS', 'US', 'FR', 'DE']",6.752184537150128,chronicle disappearance unfolds series seemingly unconnected cinematic tableau focused incident character seldom reappear later film among many unrelated scene palestinian actress struggling find apartment west jerusalem owner holy land souvenir shop preparing merchandise incoming japanese tourist group old woman gossiping relative israeli police van screech halt several heavily armed soldier get car urinate
tm9898,Muthu,"A lavish Maharaja lived with his sister-in-law and stepbrother Rajasekhar, helping people incessantly. His sister-in-law has a son, to whom the Maharaja bequeaths a major portion of his property. At this juncture, a new baby is born to the Maharaja.His wife dies soon after. Brother Rajasekhar cheats the Maharaja as he fears that his son's property might be taken back and given to the Maharaja's own son. When the cheating comes to light, the Maharaja hands over all his property and his baby to his sister-in-law...",1995,165,"['comedy', 'drama', 'action', 'romance']",['IN'],7.223431990954122,lavish maharaja lived sisterinlaw stepbrother rajasekhar helping people incessantly sisterinlaw son maharaja bequeaths major portion property juncture new baby born maharajahis wife dy soon brother rajasekhar cheat maharaja fear son property might taken back given maharaja son cheating come light maharaja hand property baby sisterinlaw
tm47530,Jeans,"Vishu and Ramu are a pair of Indian twins living in America with their father, Rajamani. When Madhumita (Aishwarya Rai) and her brother come to America to get medical treatment for their ailing grandmother, Vishu and Ramu end up meeting them at the airport. Vishu falls in love with Madhumita, and the couple has everyone's blessing, except for Rajamani, who is estranged from his own twin brother. He only wants his sons to marry twin sisters, so Madhumita pretends to have a twin in order to please him. As Madhumita puts on a charade by creating Vaishnavi, all goes well, until Ramu falls in love with Vaishnavi. Now the truth must come out, before Madhumita has to marry both of Rajamani's twin sons.",1998,175,"['comedy', 'drama', 'romance']",['IN'],6.448339324746657,vishu ramu pair indian twin living america father rajamani madhumita aishwarya rai brother come america get medical treatment ailing grandmother vishu ramu end meeting airport vishu fall love madhumita couple everyone blessing except rajamani estranged twin brother want son marry twin sister madhumita pretend twin order please madhumita put charade creating vaishnavi go well ramu fall love vaishnavi truth must come madhumita marry rajamani twin son
tm57169,Monty Python: Live at Aspen,"In March 1998 in Aspen, Colorado, the surviving members of the Monty Paython team - John Cleese, Terry Gilliam, Eric Idle, Terry Jones and Michael Palin - shared a stage together for the first time in 18 years. Even more remarkably, Graham Chapman was there too....in an urn! The occasion for this renuion was the US Comedy Arts Festival Tribute to Monty Python, hosted by Robert Klien in front of a live audience.",1998,58,"['comedy', 'documentation']","['GB', 'US']",7.162520596087411,march 1998 aspen colorado surviving member monty paython team john cleese terry gilliam eric idle terry jones michael palin shared stage together first time year even remarkably graham chapman urn occasion renuion comedy art festival tribute monty python hosted robert klien front live audience
tm192301,Minsara Kanavu,"Priya decides that she wants to be a nun, much to the horror of her father and Thomas, the boy who is in love with her. Thomas decides to enlist the help of Deva to change her mind.",1997,145,"['comedy', 'romance', 'drama']",['IN'],6.634865495407166,priya decides want nun much horror father thomas boy love thomas decides enlist help deva change mind
tm58893,Duplicate,"Seeking vengeance on those who double-crossed him, an escaped prisoner impersonates an unsuspecting chef.",1998,165,"['comedy', 'action', 'crime', 'thriller']",['IN'],5.674825236531776,seeking vengeance doublecrossed escaped prisoner impersonates unsuspecting chef
tm110160,Avvai Shanmugi,"A divorced husband desperately misses his daughter. In order to be with her, he takes up a job in his father-in-law's house. The only catch is that the job is that of a female governess.",1996,160,"['drama', 'comedy']",['IN'],7.691946353055368,divorced husband desperately miss daughter order take job fatherinlaw house catch job female governess
tm118438,Anjaam,"After mistaking a flight attendant's attention for love, a wealthy, spoiled man becomes obsessed with her and soon tears her life apart.",1994,137,"['romance', 'crime', 'thriller', 'drama']",['IN'],6.783502250955857,mistaking flight attendant attention love wealthy spoiled man becomes obsessed soon tear life apart
tm424630,A Triumph of the Heart: The Ricky Bell Story,"Ricky Bell, an all-pro running back with the Tampa Bay Buccaneers, who died of a rare muscle disease in the prime of his career. The plot centers on Bell's relationship with a father-less handicapped boy, and his efforts to be a big brother to him. The boy ends up being an inspiration for Bell when his disease makes the athlete more afflicted than the boy.",1991,100,"['drama', 'sport']",['US'],5.396360473316192,ricky bell allpro running back tampa bay buccaneer died rare muscle disease prime career plot center bell relationship fatherless handicapped boy effort big brother boy end inspiration bell disease make athlete afflicted boy
tm27601,Phir Bhi Dil Hai Hindustani,Two rival reporters team up to help prove the innocence of a man set to be hanged for the murder of a politician.,2000,160,"['comedy', 'romance', 'drama']",['IN'],6.353030500867499,two rival reporter team help prove innocence man set hanged murder politician
tm203186,Children of Shatila,"Many people first became aware of the Shatila refugee camp in Lebanon after the shocking and horrific Sabra-Shatila massacre that took place there in 1982. Located in Beirut's ""belt of misery,"" the camp is home to 15,000 Palestinians and Lebanese who share a common experience of displacement, unemployment and poverty.  Fifty years after the exile of their grandparents from Palestine, the children of Shatila attempt to come to terms with the reality of being refugees in a camp that has survived massacre, siege and starvation.  Director Mai Masri focuses on two Palestinian children in the camp: Farah, age 11 and Issa, age 12. When these children are given video cameras, the story of the camp evolves from their personal narratives as they articulate the feelings and hopes of their generation.",1999,50,"['documentation', 'history']",['LB'],6.7613088708361015,many people first became aware shatila refugee camp lebanon shocking horrific sabrashatila massacre took place 1982 located beirut belt misery camp home 15000 palestinian lebanese share common experience displacement unemployment poverty fifty year exile grandparent palestine child shatila attempt come term reality refugee camp survived massacre siege starvation director mai masri focus two palestinian child camp farah age issa age child given video camera story camp evolves personal narrative articulate feeling hope generation
tm128073,Bill Hicks: Relentless,"Bill Hicks tells us how he feels about non-smokers, blow-jobs, religion, war and peace, and drugs and music.",1992,61,['comedy'],['GB'],7.8,bill hick tell feel nonsmoker blowjob religion war peace drug music
tm7951,Tim Allen: Rewires America,This is arguably Tim Allen's best stand-up show ever and this show truly solidified Tim Allen's unique slant on masculinity becoming the backbone for his TV show “Home Improvement.”,1991,30,"['comedy', 'documentation']",['US'],6.921380464526921,arguably tim allen best standup show ever show truly solidified tim allen unique slant masculinity becoming backbone show home improvement
tm7135,Bill Hicks: One Night Stand,"Bill Hicks shows us his view on smoking, smoking pot, drinking, sex, advertisement and music. It's not a view you hear very often.",1991,30,['comedy'],['US'],7.500000000000002,bill hick show view smoking smoking pot drinking sex advertisement music view hear often
tm52083,West Beirut,"In April, 1975, civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school, making Super 8 movies with his friend, Omar. At first the war is a lark: school has closed, the violence is fascinating, getting from West to East is a game. His mother wants to leave; his father refuses. Tarek spends time with May, a Christian, orphaned and living in his building. By accident, Tarek goes to an infamous brothel in the war-torn Olive Quarter, meeting its legendary madam, Oum Walid. He then takes Omar and May there using her underwear as a white flag for safe passage. Family tensions rise. As he comes of age, the war moves inexorably from adventure to tragedy.",1998,105,"['romance', 'drama', 'comedy', 'war', 'european']","['FR', 'NO', 'LB', 'BE']",7.468688180207469,april 1975 civil war break beirut partitioned along moslemchristian line tarek high school making super movie friend omar first war lark school closed violence fascinating getting west east game mother want leave father refuse tarek spends time may christian orphaned living building accident tarek go infamous brothel wartorn olive quarter meeting legendary madam oum walid take omar may using underwear white flag safe passage family tension rise come age war move inexorably adventure tragedy
